REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,28542907
CENTRO,TOLIMA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,28550685
CENTRO,TOLIMA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,28550685
CENTRO,CUNDINAMARCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,40,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,28566794
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,169,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,2860082
CENTRO,TOLIMA,HFC,FVD,FVD,INDIRECTA,4,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,28602077
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,52,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,28603810
ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,52,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,28603810
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,55,TV,Individual,1,Sin señal,1,0,0,1,0,0,0,0,0,28682375
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,168,TO+BA,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,2869084
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,168,TO+BA,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,2869084
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,3,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,1,0,1,28696662
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,6,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,1,0,0,28696662
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,19,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30392099
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,19,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30392099
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,23,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30392666
EJE CAFETERO,CALDAS,HFC,CONTACT,SAC,INDIRECTA,4,7,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30394340
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,142,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30397950
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,4,21,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30399352
EJE CAFETERO,CALDAS,HFC,CONTACT,IN BOUND,INDIRECTA,3,6,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30400059
EJE CAFETERO,CALDAS,HFC,FVD,FVD,INDIRECTA,3,78,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30401195
EJE CAFETERO,CALDAS,HFC,FVD,FVD,INDIRECTA,3,78,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30401195
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,2,4,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,1,0,30401302
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,2,4,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,1,0,30401302
EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,4,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30402919
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30405799
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30405799
EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30406360
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30412265
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30412265
EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30412265
EJE CAFETERO,CALDAS,HFC,CONTACT,SAC,INDIRECTA,3,12,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30413963
EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,3,33,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,3046436
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,2,18,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30561627
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,2,18,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30561627
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,2,18,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30561627
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30562405
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,35,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30569397
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,35,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30569397
COSTA,CORDOBA,REDCO,FVD,DEALERS,DIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30570651
COSTA,CORDOBA,REDCO,FVD,DEALERS,DIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30570651
COSTA,CORDOBA,REDCO,FVD,DEALERS,DIRECTA,SE,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,30570651
COSTA,BOLIVAR,HFC,CONTACT,SAC,INDIRECTA,3,39,TO,Individual,1,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,0,30573246
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,5,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,0,30573271
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,5,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,0,30573271
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,5,TO+TV+BA,Trio,NULL,NULL,1,0,0,0,0,0,0,0,0,30573271
CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,3,TV,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,30574391
COSTA,CORDOBA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30574766
COSTA,CORDOBA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,30574766
COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,30577902
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,45,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30580232
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,45,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30580232
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,45,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30580232
COSTA,CORDOBA,REDCO,FVD,FVD,INDIRECTA,4,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,30582968
COSTA,CORDOBA,REDCO,FVD,FVD,INDIRECTA,4,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,1,30582968
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,3,10,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30583581
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,3,10,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30583581
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,3,10,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,30583581
NOROCCIDENTE,ANTIOQUIA,DTH,FVD,FVD,INDIRECTA,1,16,TV,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,30583919
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,8,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,306206
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,8,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,306206
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,8,TO+TV+BA,Trio,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,306206
SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,55,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,31958412
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,23,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,31959732
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,23,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,31959732
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,23,TO+TV+BA,Trio,NULL,NULL,0,1,0,0,0,0,0,0,0,31959732
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,1,0,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,31962270
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,1,0,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,31962270
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,1,0,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,31962270
SUR,VALLE DEL CAUCA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,4,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,31970069
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,15,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,31974220
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,46,TO,Individual,1,No navega,0,0,0,0,0,0,0,0,0,31978063
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,67,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,31984629
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,67,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,31984629
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,67,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,0,31984629
SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,80,TO,Individual,1,Problemas con el portal,0,0,0,0,0,0,0,0,0,31996772
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,66,TO+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,0,31998997
SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,66,TO+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,0,31998997
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,19,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32006776
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,112,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32015158
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,78,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32015237
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,190,TV+BA,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,32015543
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,190,TV+BA,Duo,1,Sin señal,0,0,0,0,0,0,0,0,0,32015543
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,41,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32015836
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,111,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32016102
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,111,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32016102
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,81,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32016967
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,26,TV,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32017188
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,31,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32017583
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,181,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32018280
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,86,BA,Individual,1,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,0,32018663
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,116,TO+TV+BA,Trio,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32019058
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,116,TO+TV+BA,Trio,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32019058
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,116,TO+TV+BA,Trio,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32019058
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,28,TO+TV+BA,Trio,1,Mala calidad en la imagen,0,1,0,0,0,0,0,0,0,32019356
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,28,TO+TV+BA,Trio,1,Mala calidad en la imagen,0,1,0,0,0,0,0,0,0,32019356
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,28,TO+TV+BA,Trio,1,Mala calidad en la imagen,0,1,0,0,0,0,0,0,0,32019356
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,2,16,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32075460
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,112,BA,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32076236
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,133,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32076441
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,35,BA,Individual,1,Mala calidad en la imagen,0,0,0,0,0,0,0,0,0,32078000
NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,6,11,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32078740
NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,6,11,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32078740
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,14,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32090097
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,129,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32100194
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,169,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32100409
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32100423
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,0,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32100423
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,25,TV,Individual,1,No navega,0,0,0,1,0,0,0,0,0,32101457
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32102966
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,SE,0,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32102966
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,32103850
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,32103850
NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,4,0,TO+TV+BA,Trio,NULL,NULL,0,0,0,0,0,0,0,0,1,32103850
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,106,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32517130
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,66,TO,Individual,1,Falla Masiva,0,0,0,0,0,0,0,0,0,32518471
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,13,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,1,0,0,32518556
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,13,TO+BA,Duo,NULL,NULL,0,0,0,0,0,0,1,0,0,32518556
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,155,BA,Individual,1,Mala calidad en la imagen,0,0,0,0,0,0,0,0,0,32518873
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,132,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,32519004
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,132,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,32519004
NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,132,TO+TV+BA,Trio,1,No navega,0,0,0,0,0,0,0,0,0,32519004
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,69,BA,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32519106
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,26,BA,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32519184
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,0,TV,Individual,NULL,NULL,1,1,0,0,0,0,0,0,0,32519493
NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,48,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32520522
COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,3,49,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32521045
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,16,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32521247
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,96,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,0,32522133
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,96,TV+BA,Duo,1,No navega,0,0,0,0,0,0,0,0,0,32522133
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,46,TV+BA,Duo,NULL,NULL,1,0,0,0,0,0,0,0,0,32522180
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,46,TV+BA,Duo,NULL,NULL,1,0,0,0,0,0,0,0,0,32522180
NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,1,0,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32522261
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,3,TO,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32524812
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,118,BA,Individual,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,32525601
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,18,TO+BA,Duo,1,Servicio intermitente,0,0,0,0,0,0,0,0,0,32526136
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,73,BA,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32526532
NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,118,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32526781
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,183,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32526919
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,183,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32526919
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,50,BA,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32527011
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,82,BA,Individual,1,No navega,1,0,0,0,0,0,0,0,0,32529983
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,150,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32530069
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,150,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32530069
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,14,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32531031
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,70,BA,Individual,1,No funciona línea telefónica,0,1,1,0,0,0,0,0,0,32533073
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,26,TV,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32533304
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,11,TV,Individual,1,Problemas wifi,0,0,0,0,0,0,0,0,0,32533324
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,61,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32534072
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,61,TV+BA,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32534072
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,94,BA,Individual,1,Problemas Control Remoto,0,1,0,1,0,1,0,0,0,32534151
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,28,BA,Individual,1,No navega,0,0,0,0,0,0,0,1,0,32535120
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,142,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32535496
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,142,TO+TV,Duo,NULL,NULL,0,0,0,0,0,0,0,0,0,32535496
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,64,BA,Individual,1,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,0,32536747
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,20,BA,Individual,1,No funciona línea telefónica,1,1,1,0,0,0,0,0,0,32537324
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202,TV,Individual,1,No navega,0,0,0,0,0,0,0,0,0,32538560
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0,TV,Individual,NULL,NULL,0,0,0,0,0,0,0,0,0,32539461
NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,49,BA,Individual,1,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,32539633
NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,94,BA,Individual,1,Sin señal,0,0,0,0,0,0,0,0,0,32539714
